game_id,date,status,home_team_id,home_team_name,home_team_abbrev,home_score,away_team_id,away_team_name,away_team_abbrev,away_score,venue,attendance,season
401591918,2023-10-17T23:00Z,Final,19,Orlando Magic,ORL,92,3,New Orleans Pelicans,NO,104,Kia Center,17622,2023-24
401591919,2023-10-17T23:30Z,Final,2,Boston Celtics,BOS,123,18,New York Knicks,NY,110,TD Garden,19156,2023-24
401591920,2023-10-18T00:00Z,Final,4,Chicago Bulls,CHI,102,28,Toronto Raptors,TOR,106,United Center,15815,2023-24
401591921,2023-10-18T00:00Z,Final,16,Minnesota Timberwolves,MIN,138,126689,Ra'Anana,MRC,111,Target Center,8828,2023-24
401591922,2023-10-18T00:00Z,Final,25,Oklahoma City Thunder,OKC,124,15,Milwaukee Bucks,MIL,101,Paycom Center,0,2023-24
401591923,2023-10-18T02:30Z,Final,12,LA Clippers,LAC,116,7,Denver Nuggets,DEN,103,crypto.com Arena,16182,2023-24
401591924,2023-10-18T23:30Z,Final,14,Miami Heat,MIA,104,17,Brooklyn Nets,BKN,107,Kaseya Center,19600,2023-24
401591925,2023-10-18T23:30Z,Final,18,New York Knicks,NY,106,27,Washington Wizards,WSH,131,Madison Square Garden,18881,2023-24
401591926,2023-10-19T00:00Z,Final,24,San Antonio Spurs,SA,117,10,Houston Rockets,HOU,103,Frost Bank Center,17236,2023-24
401591927,2023-10-19T02:00Z,Final,9,Golden State Warriors,GS,116,23,Sacramento Kings,SAC,115,Chase Center,18064,2023-24
401591928,2023-10-19T23:00Z,Final,30,Charlotte Hornets,CHA,99,2,Boston Celtics,BOS,127,Spectrum Center,12590,2023-24
401591929,2023-10-20T00:00Z,Final,4,Chicago Bulls,CHI,105,16,Minnesota Timberwolves,MIN,114,United Center,18754,2023-24
401591930,2023-10-20T00:00Z,Final,25,Oklahoma City Thunder,OKC,116,8,Detroit Pistons,DET,118,BOK Center,12275,2023-24
401591931,2023-10-20T02:00Z,Final,13,Los Angeles Lakers,LAL,100,21,Phoenix Suns,PHX,123,Acrisure Arena,10203,2023-24
401591932,2023-10-20T02:00Z,Final,12,LA Clippers,LAC,90,7,Denver Nuggets,DEN,103,crypto.com Arena,15007,2023-24
401591933,2023-10-20T02:00Z,Final,23,Sacramento Kings,SAC,116,26,Utah Jazz,UTAH,113,Golden 1 Center,15726,2023-24
401591934,2023-10-20T23:00Z,Final,11,Indiana Pacers,IND,109,5,Cleveland Cavaliers,CLE,104,Gainbridge Fieldhouse,10470,2023-24
401591935,2023-10-20T23:00Z,Final,19,Orlando Magic,ORL,109,108597,Flamengo,FLMG,76,Kia Center,16624,2023-24
401591936,2023-10-20T23:00Z,Final,20,Philadelphia 76ers,PHI,120,1,Atlanta Hawks,ATL,106,Xfinity Mobile Arena,20728,2023-24
401591937,2023-10-20T23:30Z,Final,28,Toronto Raptors,TOR,134,27,Washington Wizards,WSH,98,Scotiabank Arena,18426,2023-24
401591938,2023-10-21T00:00Z,Final,6,Dallas Mavericks,DAL,114,8,Detroit Pistons,DET,104,American Airlines Center,19282,2023-24
401591939,2023-10-21T00:00Z,Final,10,Houston Rockets,HOU,110,14,Miami Heat,MIA,104,Toyota Center (Houston),18055,2023-24
401591940,2023-10-21T00:00Z,Final,15,Milwaukee Bucks,MIL,124,29,Memphis Grizzlies,MEM,116,Fiserv Forum,15993,2023-24
401591941,2023-10-21T02:00Z,Final,9,Golden State Warriors,GS,117,24,San Antonio Spurs,SA,122,Chase Center,18064,2023-24
401584689,2023-10-24T23:30Z,Final,7,Denver Nuggets,DEN,119,13,Los Angeles Lakers,LAL,107,Ball Arena,19842,2023-24
401584690,2023-10-25T02:00Z,Final,9,Golden State Warriors,GS,104,21,Phoenix Suns,PHX,108,Chase Center,18064,2023-24
401584691,2023-10-25T23:00Z,Final,30,Charlotte Hornets,CHA,116,1,Atlanta Hawks,ATL,110,Spectrum Center,16129,2023-24
401584692,2023-10-25T23:00Z,Final,11,Indiana Pacers,IND,143,27,Washington Wizards,WSH,120,Gainbridge Fieldhouse,16004,2023-24
401584693,2023-10-25T23:00Z,Final,18,New York Knicks,NY,104,2,Boston Celtics,BOS,108,Madison Square Garden,19812,2023-24
401584694,2023-10-25T23:00Z,Final,19,Orlando Magic,ORL,116,10,Houston Rockets,HOU,86,Kia Center,18846,2023-24
401584695,2023-10-25T23:30Z,Final,17,Brooklyn Nets,BKN,113,5,Cleveland Cavaliers,CLE,114,Barclays Center,17931,2023-24
401584696,2023-10-25T23:30Z,Final,14,Miami Heat,MIA,103,8,Detroit Pistons,DET,102,Kaseya Center,19695,2023-24
401584697,2023-10-25T23:30Z,Final,28,Toronto Raptors,TOR,97,16,Minnesota Timberwolves,MIN,94,Scotiabank Arena,19800,2023-24
401584698,2023-10-26T00:00Z,Final,4,Chicago Bulls,CHI,104,25,Oklahoma City Thunder,OKC,124,United Center,21369,2023-24
401584699,2023-10-26T00:00Z,Final,29,Memphis Grizzlies,MEM,104,3,New Orleans Pelicans,NO,111,FedExForum,17798,2023-24
401584700,2023-10-26T01:00Z,Final,26,Utah Jazz,UTAH,114,23,Sacramento Kings,SAC,130,Delta Center,18206,2023-24
401584701,2023-10-26T01:30Z,Final,24,San Antonio Spurs,SA,119,6,Dallas Mavericks,DAL,126,Frost Bank Center,18947,2023-24
401584702,2023-10-26T02:30Z,Final,12,LA Clippers,LAC,123,22,Portland Trail Blazers,POR,111,crypto.com Arena,19370,2023-24
401584703,2023-10-26T23:30Z,Final,15,Milwaukee Bucks,MIL,118,20,Philadelphia 76ers,PHI,117,Fiserv Forum,17783,2023-24
401584704,2023-10-27T02:00Z,Final,13,Los Angeles Lakers,LAL,100,21,Phoenix Suns,PHX,95,crypto.com Arena,18997,2023-24
401584705,2023-10-27T23:00Z,Final,30,Charlotte Hornets,CHA,99,8,Detroit Pistons,DET,111,Spectrum Center,15855,2023-24
401584706,2023-10-27T23:00Z,Final,29,Memphis Grizzlies,MEM,104,7,Denver Nuggets,DEN,108,FedExForum,16617,2023-24
401584707,2023-10-27T23:30Z,Final,1,Atlanta Hawks,ATL,120,18,New York Knicks,NY,126,State Farm Arena,17692,2023-24
401584708,2023-10-27T23:30Z,Final,2,Boston Celtics,BOS,119,14,Miami Heat,MIA,111,TD Garden,19156,2023-24
401584709,2023-10-27T23:30Z,Final,5,Cleveland Cavaliers,CLE,105,25,Oklahoma City Thunder,OKC,108,Rocket Arena,19432,2023-24
401584710,2023-10-28T00:00Z,Final,4,Chicago Bulls,CHI,104,28,Toronto Raptors,TOR,103,United Center,19555,2023-24
401584711,2023-10-28T00:00Z,Final,24,San Antonio Spurs,SA,126,10,Houston Rockets,HOU,122,Frost Bank Center,18354,2023-24
401584712,2023-10-28T00:30Z,Final,6,Dallas Mavericks,DAL,125,17,Brooklyn Nets,BKN,120,American Airlines Center,20238,2023-24
401584713,2023-10-28T01:30Z,Final,26,Utah Jazz,UTAH,120,12,LA Clippers,LAC,118,Delta Center,18206,2023-24
401584714,2023-10-28T02:00Z,Final,22,Portland Trail Blazers,POR,97,19,Orlando Magic,ORL,102,Moda Center,19464,2023-24
401584715,2023-10-28T02:00Z,Final,23,Sacramento Kings,SAC,114,9,Golden State Warriors,GS,122,Golden 1 Center,18250,2023-24
401584716,2023-10-28T23:00Z,Final,8,Detroit Pistons,DET,118,4,Chicago Bulls,CHI,102,Little Caesars Arena,20062,2023-24
401584717,2023-10-28T23:00Z,Final,27,Washington Wizards,WSH,113,29,Memphis Grizzlies,MEM,106,Capital One Arena,16191,2023-24
401584718,2023-10-28T23:00Z,Final,3,New Orleans Pelicans,NO,96,18,New York Knicks,NY,87,Smoothie King Center,16331,2023-24
401584719,2023-10-28T23:30Z,Final,5,Cleveland Cavaliers,CLE,113,11,Indiana Pacers,IND,125,Rocket Arena,19432,2023-24
401584720,2023-10-28T23:30Z,Final,28,Toronto Raptors,TOR,107,20,Philadelphia 76ers,PHI,114,Scotiabank Arena,19800,2023-24
401584721,2023-10-29T00:00Z,Final,16,Minnesota Timberwolves,MIN,106,14,Miami Heat,MIA,90,Target Center,18024,2023-24
401584722,2023-10-29T02:00Z,Final,21,Phoenix Suns,PHX,126,26,Utah Jazz,UTAH,104,PHX Arena,17071,2023-24
401584723,2023-10-29T19:30Z,Final,25,Oklahoma City Thunder,OKC,95,7,Denver Nuggets,DEN,128,Paycom Center,18203,2023-24
401584724,2023-10-29T23:00Z,Final,10,Houston Rockets,HOU,95,9,Golden State Warriors,GS,106,Toyota Center (Houston),18055,2023-24
401584725,2023-10-29T23:00Z,Final,15,Milwaukee Bucks,MIL,110,1,Atlanta Hawks,ATL,127,Fiserv Forum,17341,2023-24
401584726,2023-10-29T23:30Z,Final,20,Philadelphia 76ers,PHI,126,22,Portland Trail Blazers,POR,98,Xfinity Mobile Arena,19768,2023-24
