game_id,date,status,home_team_id,home_team_name,home_team_abbrev,home_score,away_team_id,away_team_name,away_team_abbrev,away_score,venue,attendance,season
401358773,2021-10-19T23:30Z,Final,15,Milwaukee Bucks,MIL,127,17,Brooklyn Nets,BKN,104,Fiserv Forum,17341,2021-22
401358774,2021-10-20T02:00Z,Final,13,Los Angeles Lakers,LAL,114,9,Golden State Warriors,GS,121,crypto.com Arena,18997,2021-22
401359833,2021-10-20T23:00Z,Final,30,Charlotte Hornets,CHA,123,11,Indiana Pacers,IND,122,Spectrum Center,15521,2021-22
401359834,2021-10-20T23:00Z,Final,8,Detroit Pistons,DET,88,4,Chicago Bulls,CHI,94,Little Caesars Arena,20088,2021-22
401358775,2021-10-20T23:30Z,Final,18,New York Knicks,NY,138,2,Boston Celtics,BOS,134,Madison Square Garden,19812,2021-22
401359835,2021-10-20T23:30Z,Final,28,Toronto Raptors,TOR,83,27,Washington Wizards,WSH,98,Scotiabank Arena,19800,2021-22
401359836,2021-10-21T00:00Z,Final,29,Memphis Grizzlies,MEM,132,5,Cleveland Cavaliers,CLE,121,FedExForum,15975,2021-22
401359837,2021-10-21T00:00Z,Final,16,Minnesota Timberwolves,MIN,124,10,Houston Rockets,HOU,106,Target Center,16079,2021-22
401359838,2021-10-21T00:00Z,Final,3,New Orleans Pelicans,NO,97,20,Philadelphia 76ers,PHI,117,Smoothie King Center,12845,2021-22
401359839,2021-10-21T00:30Z,Final,24,San Antonio Spurs,SA,123,19,Orlando Magic,ORL,97,Frost Bank Center,16697,2021-22
401359840,2021-10-21T01:00Z,Final,26,Utah Jazz,UTAH,107,25,Oklahoma City Thunder,OKC,86,Delta Center,18306,2021-22
401358776,2021-10-21T02:00Z,Final,21,Phoenix Suns,PHX,98,7,Denver Nuggets,DEN,110,PHX Arena,16074,2021-22
401359841,2021-10-21T02:00Z,Final,22,Portland Trail Blazers,POR,121,23,Sacramento Kings,SAC,124,Moda Center,17467,2021-22
401358777,2021-10-21T23:30Z,Final,1,Atlanta Hawks,ATL,113,6,Dallas Mavericks,DAL,87,State Farm Arena,17162,2021-22
401359842,2021-10-22T00:00Z,Final,14,Miami Heat,MIA,137,15,Milwaukee Bucks,MIL,95,Kaseya Center,19600,2021-22
401358778,2021-10-22T02:00Z,Final,9,Golden State Warriors,GS,115,12,LA Clippers,LAC,113,Chase Center,18064,2021-22
401359843,2021-10-22T23:00Z,Final,5,Cleveland Cavaliers,CLE,112,30,Charlotte Hornets,CHA,123,Rocket Arena,17116,2021-22
401359844,2021-10-22T23:00Z,Final,19,Orlando Magic,ORL,96,18,New York Knicks,NY,121,Kia Center,18846,2021-22
401359845,2021-10-22T23:00Z,Final,27,Washington Wizards,WSH,135,11,Indiana Pacers,IND,134,Capital One Arena,15407,2021-22
401358779,2021-10-22T23:30Z,Final,20,Philadelphia 76ers,PHI,109,17,Brooklyn Nets,BKN,114,Xfinity Mobile Arena,20367,2021-22
401359846,2021-10-22T23:30Z,Final,2,Boston Celtics,BOS,83,28,Toronto Raptors,TOR,115,TD Garden,19156,2021-22
401359847,2021-10-23T00:00Z,Final,4,Chicago Bulls,CHI,128,3,New Orleans Pelicans,NO,112,United Center,20995,2021-22
401359848,2021-10-23T00:00Z,Final,10,Houston Rockets,HOU,124,25,Oklahoma City Thunder,OKC,91,Toyota Center (Houston),15674,2021-22
401359849,2021-10-23T01:00Z,Final,7,Denver Nuggets,DEN,102,24,San Antonio Spurs,SA,96,Ball Arena,19520,2021-22
401358780,2021-10-23T02:00Z,Final,13,Los Angeles Lakers,LAL,105,21,Phoenix Suns,PHX,115,crypto.com Arena,18997,2021-22
401359850,2021-10-23T02:00Z,Final,23,Sacramento Kings,SAC,101,26,Utah Jazz,UTAH,110,Golden 1 Center,17583,2021-22
401359851,2021-10-23T22:00Z,Final,5,Cleveland Cavaliers,CLE,101,1,Atlanta Hawks,ATL,95,Rocket Arena,16846,2021-22
401359852,2021-10-23T23:00Z,Final,11,Indiana Pacers,IND,102,14,Miami Heat,MIA,91,Gainbridge Fieldhouse,17147,2021-22
401359853,2021-10-23T23:30Z,Final,28,Toronto Raptors,TOR,95,6,Dallas Mavericks,DAL,103,Scotiabank Arena,19800,2021-22
