game_id,date,status,home_team_id,home_team_name,home_team_abbrev,home_score,away_team_id,away_team_name,away_team_abbrev,away_score,venue,attendance,season
401468016,2022-10-18T23:30Z,Final,2,Boston Celtics,BOS,126,20,Philadelphia 76ers,PHI,117,TD Garden,19156,2022-23
401468017,2022-10-19T02:00Z,Final,9,Golden State Warriors,GS,123,13,Los Angeles Lakers,LAL,109,Chase Center,18064,2022-23
401468018,2022-10-19T23:00Z,Final,8,Detroit Pistons,DET,113,19,Orlando Magic,ORL,109,Little Caesars Arena,20190,2022-23
401468019,2022-10-19T23:00Z,Final,11,Indiana Pacers,IND,107,27,Washington Wizards,WSH,114,Gainbridge Fieldhouse,15027,2022-23
401468020,2022-10-19T23:30Z,Final,1,Atlanta Hawks,ATL,117,10,Houston Rockets,HOU,107,State Farm Arena,17878,2022-23
401468021,2022-10-19T23:30Z,Final,17,Brooklyn Nets,BKN,108,3,New Orleans Pelicans,NO,130,Barclays Center,18003,2022-23
401468022,2022-10-19T23:30Z,Final,14,Miami Heat,MIA,108,4,Chicago Bulls,CHI,116,Kaseya Center,19600,2022-23
401468023,2022-10-19T23:30Z,Final,28,Toronto Raptors,TOR,108,5,Cleveland Cavaliers,CLE,105,Scotiabank Arena,19800,2022-23
401468024,2022-10-19T23:30Z,Final,29,Memphis Grizzlies,MEM,115,18,New York Knicks,NY,112,FedExForum,18202,2022-23
401468025,2022-10-20T00:00Z,Final,16,Minnesota Timberwolves,MIN,115,25,Oklahoma City Thunder,OKC,108,Target Center,17136,2022-23
401468026,2022-10-20T00:00Z,Final,24,San Antonio Spurs,SA,102,30,Charlotte Hornets,CHA,129,Frost Bank Center,16236,2022-23
401468027,2022-10-20T01:00Z,Final,26,Utah Jazz,UTAH,123,7,Denver Nuggets,DEN,102,Delta Center,18206,2022-23
401468028,2022-10-20T02:00Z,Final,21,Phoenix Suns,PHX,107,6,Dallas Mavericks,DAL,105,PHX Arena,17071,2022-23
401468029,2022-10-20T02:00Z,Final,23,Sacramento Kings,SAC,108,22,Portland Trail Blazers,POR,115,Golden 1 Center,17611,2022-23
401468170,2022-10-20T23:30Z,Final,20,Philadelphia 76ers,PHI,88,15,Milwaukee Bucks,MIL,90,Xfinity Mobile Arena,20060,2022-23
401468171,2022-10-21T02:00Z,Final,13,Los Angeles Lakers,LAL,97,12,LA Clippers,LAC,103,crypto.com Arena,18997,2022-23
401468172,2022-10-21T23:00Z,Final,30,Charlotte Hornets,CHA,112,3,New Orleans Pelicans,NO,124,Spectrum Center,19287,2022-23
401468173,2022-10-21T23:00Z,Final,11,Indiana Pacers,IND,134,24,San Antonio Spurs,SA,137,Gainbridge Fieldhouse,12073,2022-23
401468174,2022-10-21T23:00Z,Final,27,Washington Wizards,WSH,102,4,Chicago Bulls,CHI,100,Capital One Arena,20476,2022-23
401468175,2022-10-21T23:30Z,Final,1,Atlanta Hawks,ATL,108,19,Orlando Magic,ORL,98,State Farm Arena,17822,2022-23
401468176,2022-10-21T23:30Z,Final,17,Brooklyn Nets,BKN,109,28,Toronto Raptors,TOR,105,Barclays Center,17732,2022-23
401468177,2022-10-21T23:30Z,Final,14,Miami Heat,MIA,104,2,Boston Celtics,BOS,111,Kaseya Center,19600,2022-23
401468178,2022-10-21T23:30Z,Final,18,New York Knicks,NY,130,8,Detroit Pistons,DET,106,Madison Square Garden,19812,2022-23
401468179,2022-10-22T00:00Z,Final,10,Houston Rockets,HOU,122,29,Memphis Grizzlies,MEM,129,Toyota Center (Houston),18055,2022-23
401468180,2022-10-22T00:00Z,Final,16,Minnesota Timberwolves,MIN,126,26,Utah Jazz,UTAH,132,Target Center,17136,2022-23
401468181,2022-10-22T02:00Z,Final,9,Golden State Warriors,GS,123,7,Denver Nuggets,DEN,128,Chase Center,18064,2022-23
401468182,2022-10-22T02:00Z,Final,22,Portland Trail Blazers,POR,113,21,Phoenix Suns,PHX,111,Moda Center,19393,2022-23
401468183,2022-10-22T22:00Z,Final,20,Philadelphia 76ers,PHI,105,24,San Antonio Spurs,SA,114,Xfinity Mobile Arena,19822,2022-23
401468184,2022-10-22T23:00Z,Final,11,Indiana Pacers,IND,124,8,Detroit Pistons,DET,115,Gainbridge Fieldhouse,16056,2022-23
401468185,2022-10-22T23:00Z,Final,19,Orlando Magic,ORL,120,2,Boston Celtics,BOS,126,Kia Center,19299,2022-23
401468186,2022-10-23T00:00Z,Final,14,Miami Heat,MIA,112,28,Toronto Raptors,TOR,109,Kaseya Center,19600,2022-23
401468187,2022-10-23T00:00Z,Final,4,Chicago Bulls,CHI,96,5,Cleveland Cavaliers,CLE,128,United Center,21089,2022-23
401468188,2022-10-23T00:00Z,Final,15,Milwaukee Bucks,MIL,125,10,Houston Rockets,HOU,105,Fiserv Forum,17341,2022-23
401468189,2022-10-23T00:30Z,Final,6,Dallas Mavericks,DAL,137,29,Memphis Grizzlies,MEM,96,American Airlines Center,20377,2022-23
401468190,2022-10-23T01:00Z,Final,7,Denver Nuggets,DEN,122,25,Oklahoma City Thunder,OKC,117,Ball Arena,19983,2022-23
401468191,2022-10-23T02:00Z,Final,23,Sacramento Kings,SAC,109,12,LA Clippers,LAC,111,Golden 1 Center,16296,2022-23
401468192,2022-10-23T19:30Z,Final,13,Los Angeles Lakers,LAL,104,22,Portland Trail Blazers,POR,106,crypto.com Arena,18997,2022-23
401468193,2022-10-23T21:00Z,Final,1,Atlanta Hawks,ATL,109,30,Charlotte Hornets,CHA,126,State Farm Arena,17383,2022-23
401468194,2022-10-23T23:00Z,Final,5,Cleveland Cavaliers,CLE,117,27,Washington Wizards,WSH,107,Rocket Arena,19432,2022-23
401468195,2022-10-23T23:00Z,Final,3,New Orleans Pelicans,NO,121,26,Utah Jazz,UTAH,122,Smoothie King Center,18665,2022-23
401468196,2022-10-24T00:00Z,Final,25,Oklahoma City Thunder,OKC,106,16,Minnesota Timberwolves,MIN,116,Paycom Center,15044,2022-23
401468197,2022-10-24T00:30Z,Final,9,Golden State Warriors,GS,130,23,Sacramento Kings,SAC,125,Chase Center,18064,2022-23
401468198,2022-10-24T02:00Z,Final,12,LA Clippers,LAC,95,21,Phoenix Suns,PHX,112,crypto.com Arena,19068,2022-23
401468199,2022-10-24T23:00Z,Final,20,Philadelphia 76ers,PHI,120,11,Indiana Pacers,IND,106,Xfinity Mobile Arena,19786,2022-23
401468200,2022-10-24T23:30Z,Final,14,Miami Heat,MIA,90,28,Toronto Raptors,TOR,98,Kaseya Center,19600,2022-23
401468201,2022-10-24T23:30Z,Final,18,New York Knicks,NY,115,19,Orlando Magic,ORL,102,Madison Square Garden,18800,2022-23
401468202,2022-10-25T00:00Z,Final,4,Chicago Bulls,CHI,120,2,Boston Celtics,BOS,102,United Center,17673,2022-23
401468203,2022-10-25T00:00Z,Final,10,Houston Rockets,HOU,114,26,Utah Jazz,UTAH,108,Toyota Center (Houston),16260,2022-23
401468204,2022-10-25T00:00Z,Final,29,Memphis Grizzlies,MEM,134,17,Brooklyn Nets,BKN,124,FedExForum,17392,2022-23
401468205,2022-10-25T00:00Z,Final,16,Minnesota Timberwolves,MIN,106,24,San Antonio Spurs,SA,115,Target Center,15347,2022-23
401468206,2022-10-25T02:00Z,Final,22,Portland Trail Blazers,POR,135,7,Denver Nuggets,DEN,110,Moda Center,18111,2022-23
401468207,2022-10-25T23:00Z,Final,27,Washington Wizards,WSH,120,8,Detroit Pistons,DET,99,Capital One Arena,13196,2022-23
401468208,2022-10-25T23:30Z,Final,3,New Orleans Pelicans,NO,113,6,Dallas Mavericks,DAL,111,Smoothie King Center,14020,2022-23
401468209,2022-10-26T00:00Z,Final,25,Oklahoma City Thunder,OKC,108,12,LA Clippers,LAC,94,Paycom Center,13105,2022-23
401468210,2022-10-26T02:00Z,Final,21,Phoenix Suns,PHX,134,9,Golden State Warriors,GS,105,PHX Arena,0,2022-23
401468211,2022-10-26T23:00Z,Final,5,Cleveland Cavaliers,CLE,103,19,Orlando Magic,ORL,92,Rocket Arena,0,2022-23
401468212,2022-10-26T23:00Z,Final,8,Detroit Pistons,DET,113,1,Atlanta Hawks,ATL,118,Little Caesars Arena,17987,2022-23
401468213,2022-10-26T23:30Z,Final,18,New York Knicks,NY,134,30,Charlotte Hornets,CHA,131,Madison Square Garden,19812,2022-23
401468214,2022-10-26T23:30Z,Final,28,Toronto Raptors,TOR,119,20,Philadelphia 76ers,PHI,109,Scotiabank Arena,19800,2022-23
401468215,2022-10-26T23:30Z,Final,15,Milwaukee Bucks,MIL,110,17,Brooklyn Nets,BKN,99,Fiserv Forum,17341,2022-23
401468216,2022-10-27T00:00Z,Final,4,Chicago Bulls,CHI,124,11,Indiana Pacers,IND,109,United Center,18306,2022-23
401468217,2022-10-27T00:00Z,Final,16,Minnesota Timberwolves,MIN,134,24,San Antonio Spurs,SA,122,Target Center,16165,2022-23
401468218,2022-10-27T01:00Z,Final,26,Utah Jazz,UTAH,109,10,Houston Rockets,HOU,101,Delta Center,18206,2022-23
401468220,2022-10-27T02:00Z,Final,22,Portland Trail Blazers,POR,98,14,Miami Heat,MIA,119,Moda Center,18588,2022-23
401468219,2022-10-27T02:15Z,Final,7,Denver Nuggets,DEN,110,13,Los Angeles Lakers,LAL,99,Ball Arena,19520,2022-23
401468221,2022-10-27T23:30Z,Final,17,Brooklyn Nets,BKN,125,6,Dallas Mavericks,DAL,129,Barclays Center,18039,2022-23
401468222,2022-10-28T00:00Z,Final,25,Oklahoma City Thunder,OKC,118,12,LA Clippers,LAC,110,Paycom Center,14510,2022-23
401468223,2022-10-28T02:00Z,Final,9,Golden State Warriors,GS,123,14,Miami Heat,MIA,110,Chase Center,18064,2022-23
401468224,2022-10-28T02:00Z,Final,23,Sacramento Kings,SAC,110,29,Memphis Grizzlies,MEM,125,Golden 1 Center,15511,2022-23
401468225,2022-10-28T23:00Z,Final,8,Detroit Pistons,DET,112,1,Atlanta Hawks,ATL,136,Little Caesars Arena,18923,2022-23
401468226,2022-10-28T23:00Z,Final,19,Orlando Magic,ORL,113,30,Charlotte Hornets,CHA,93,Kia Center,18846,2022-23
401468227,2022-10-28T23:30Z,Final,2,Boston Celtics,BOS,123,5,Cleveland Cavaliers,CLE,132,TD Garden,19156,2022-23
401468228,2022-10-28T23:30Z,Final,28,Toronto Raptors,TOR,90,20,Philadelphia 76ers,PHI,112,Scotiabank Arena,19800,2022-23
401468229,2022-10-28T23:30Z,Final,27,Washington Wizards,WSH,117,11,Indiana Pacers,IND,127,Capital One Arena,13463,2022-23
401468230,2022-10-29T00:00Z,Final,15,Milwaukee Bucks,MIL,119,18,New York Knicks,NY,108,Fiserv Forum,17341,2022-23
