game_id,date,status,home_team_id,home_team_name,home_team_abbrev,home_score,away_team_id,away_team_name,away_team_abbrev,away_score,venue,attendance,season
401704627,2024-10-22T23:30Z,Final,2,Boston Celtics,BOS,132,18,New York Knicks,NY,109,TD Garden,19156,2024-25
401704628,2024-10-23T02:00Z,Final,13,Los Angeles Lakers,LAL,110,16,Minnesota Timberwolves,MIN,103,crypto.com Arena,18997,2024-25
401704629,2024-10-23T23:00Z,Final,8,Detroit Pistons,DET,109,11,Indiana Pacers,IND,115,Little Caesars Arena,20062,2024-25
401704630,2024-10-23T23:30Z,Final,1,Atlanta Hawks,ATL,120,17,Brooklyn Nets,BKN,116,State Farm Arena,17548,2024-25
401704631,2024-10-23T23:30Z,Final,14,Miami Heat,MIA,97,19,Orlando Magic,ORL,116,Kaseya Center,19630,2024-25
401704632,2024-10-23T23:30Z,Final,20,Philadelphia 76ers,PHI,109,15,Milwaukee Bucks,MIL,124,Xfinity Mobile Arena,19754,2024-25
401704633,2024-10-23T23:30Z,Final,28,Toronto Raptors,TOR,106,5,Cleveland Cavaliers,CLE,136,Scotiabank Arena,19800,2024-25
401704634,2024-10-24T00:00Z,Final,10,Houston Rockets,HOU,105,30,Charlotte Hornets,CHA,110,Toyota Center (Houston),18055,2024-25
401704635,2024-10-24T00:00Z,Final,3,New Orleans Pelicans,NO,123,4,Chicago Bulls,CHI,111,Smoothie King Center,0,2024-25
401704636,2024-10-24T01:00Z,Final,26,Utah Jazz,UTAH,124,29,Memphis Grizzlies,MEM,126,Delta Center,18175,2024-25
401704637,2024-10-24T02:00Z,Final,12,LA Clippers,LAC,113,21,Phoenix Suns,PHX,116,Intuit Dome,17927,2024-25
401704638,2024-10-24T02:00Z,Final,22,Portland Trail Blazers,POR,104,9,Golden State Warriors,GS,140,Moda Center,19480,2024-25
401704639,2024-10-24T23:00Z,Final,27,Washington Wizards,WSH,102,2,Boston Celtics,BOS,122,Capital One Arena,18610,2024-25
401704640,2024-10-24T23:30Z,Final,6,Dallas Mavericks,DAL,120,24,San Antonio Spurs,SA,109,American Airlines Center,20373,2024-25
401704641,2024-10-25T02:00Z,Final,7,Denver Nuggets,DEN,87,25,Oklahoma City Thunder,OKC,102,Ball Arena,19786,2024-25
401704642,2024-10-25T02:00Z,Final,23,Sacramento Kings,SAC,115,16,Minnesota Timberwolves,MIN,117,Golden 1 Center,18049,2024-25
401704643,2024-10-25T23:00Z,Final,19,Orlando Magic,ORL,116,17,Brooklyn Nets,BKN,101,Kia Center,19087,2024-25
401704644,2024-10-25T23:00Z,Final,28,Toronto Raptors,TOR,115,20,Philadelphia 76ers,PHI,107,Scotiabank Arena,18345,2024-25
401704645,2024-10-25T23:30Z,Final,1,Atlanta Hawks,ATL,125,30,Charlotte Hornets,CHA,120,State Farm Arena,14433,2024-25
401704646,2024-10-25T23:30Z,Final,5,Cleveland Cavaliers,CLE,113,8,Detroit Pistons,DET,101,Rocket Arena,19432,2024-25
401704647,2024-10-25T23:30Z,Final,18,New York Knicks,NY,123,11,Indiana Pacers,IND,98,Madison Square Garden,19812,2024-25
401704648,2024-10-26T00:00Z,Final,10,Houston Rockets,HOU,128,29,Memphis Grizzlies,MEM,108,Toyota Center (Houston),18055,2024-25
401704649,2024-10-26T00:00Z,Final,15,Milwaukee Bucks,MIL,122,4,Chicago Bulls,CHI,133,Fiserv Forum,17790,2024-25
401704650,2024-10-26T01:30Z,Final,26,Utah Jazz,UTAH,86,9,Golden State Warriors,GS,127,Delta Center,18175,2024-25
401704651,2024-10-26T02:00Z,Final,13,Los Angeles Lakers,LAL,123,21,Phoenix Suns,PHX,116,crypto.com Arena,18997,2024-25
401704652,2024-10-26T02:00Z,Final,22,Portland Trail Blazers,POR,103,3,New Orleans Pelicans,NO,105,Moda Center,16190,2024-25
401704653,2024-10-26T21:00Z,Final,7,Denver Nuggets,DEN,104,12,LA Clippers,LAC,109,Ball Arena,19691,2024-25
401704654,2024-10-26T23:00Z,Final,30,Charlotte Hornets,CHA,106,14,Miami Heat,MIA,114,Spectrum Center,19102,2024-25
401704655,2024-10-26T23:00Z,Final,8,Detroit Pistons,DET,118,2,Boston Celtics,BOS,124,Little Caesars Arena,19311,2024-25
401704656,2024-10-26T23:00Z,Final,27,Washington Wizards,WSH,116,5,Cleveland Cavaliers,CLE,135,Capital One Arena,15156,2024-25
401704657,2024-10-27T00:00Z,Final,4,Chicago Bulls,CHI,95,25,Oklahoma City Thunder,OKC,114,United Center,20923,2024-25
401704658,2024-10-27T00:00Z,Final,29,Memphis Grizzlies,MEM,124,19,Orlando Magic,ORL,111,FedExForum,17809,2024-25
401704659,2024-10-27T00:00Z,Final,16,Minnesota Timberwolves,MIN,112,28,Toronto Raptors,TOR,101,Target Center,18978,2024-25
401704660,2024-10-27T00:30Z,Final,24,San Antonio Spurs,SA,109,10,Houston Rockets,HOU,106,Frost Bank Center,18715,2024-25
401704661,2024-10-27T02:00Z,Final,21,Phoenix Suns,PHX,114,6,Dallas Mavericks,DAL,102,PHX Arena,17071,2024-25
401704662,2024-10-27T02:30Z,Final,13,Los Angeles Lakers,LAL,131,23,Sacramento Kings,SAC,127,crypto.com Arena,18997,2024-25
401704663,2024-10-27T19:30Z,Final,11,Indiana Pacers,IND,114,20,Philadelphia 76ers,PHI,118,Gainbridge Fieldhouse,17274,2024-25
401704664,2024-10-27T22:00Z,Final,17,Brooklyn Nets,BKN,115,15,Milwaukee Bucks,MIL,102,Barclays Center,17926,2024-25
401704665,2024-10-27T22:00Z,Final,22,Portland Trail Blazers,POR,125,3,New Orleans Pelicans,NO,103,Moda Center,16138,2024-25
401704666,2024-10-27T23:00Z,Final,25,Oklahoma City Thunder,OKC,128,1,Atlanta Hawks,ATL,104,Paycom Center,18203,2024-25
401704667,2024-10-28T00:30Z,Final,9,Golden State Warriors,GS,104,12,LA Clippers,LAC,112,Chase Center,18064,2024-25
401704668,2024-10-28T23:00Z,Final,19,Orlando Magic,ORL,119,11,Indiana Pacers,IND,115,Kia Center,18846,2024-25
401704669,2024-10-28T23:30Z,Final,1,Atlanta Hawks,ATL,119,27,Washington Wizards,WSH,121,State Farm Arena,14566,2024-25
401704670,2024-10-28T23:30Z,Final,2,Boston Celtics,BOS,119,15,Milwaukee Bucks,MIL,108,TD Garden,19156,2024-25
401704671,2024-10-28T23:30Z,Final,14,Miami Heat,MIA,106,8,Detroit Pistons,DET,98,Kaseya Center,19626,2024-25
401704672,2024-10-28T23:30Z,Final,18,New York Knicks,NY,104,5,Cleveland Cavaliers,CLE,110,Madison Square Garden,19812,2024-25
401704673,2024-10-28T23:30Z,Final,28,Toronto Raptors,TOR,125,7,Denver Nuggets,DEN,127,Scotiabank Arena,19082,2024-25
401704674,2024-10-29T00:00Z,Final,29,Memphis Grizzlies,MEM,123,4,Chicago Bulls,CHI,126,FedExForum,15906,2024-25
401704675,2024-10-29T00:00Z,Final,24,San Antonio Spurs,SA,101,10,Houston Rockets,HOU,106,Frost Bank Center,17519,2024-25
401704676,2024-10-29T00:30Z,Final,6,Dallas Mavericks,DAL,110,26,Utah Jazz,UTAH,102,American Airlines Center,19811,2024-25
401704677,2024-10-29T02:00Z,Final,21,Phoenix Suns,PHX,109,13,Los Angeles Lakers,LAL,105,PHX Arena,17071,2024-25
401704678,2024-10-29T02:00Z,Final,23,Sacramento Kings,SAC,111,22,Portland Trail Blazers,POR,98,Golden 1 Center,16426,2024-25
401704679,2024-10-29T23:30Z,Final,17,Brooklyn Nets,BKN,139,7,Denver Nuggets,DEN,144,Barclays Center,17926,2024-25
401704680,2024-10-29T23:30Z,Final,16,Minnesota Timberwolves,MIN,114,6,Dallas Mavericks,DAL,120,Target Center,18978,2024-25
401704681,2024-10-30T01:00Z,Final,26,Utah Jazz,UTAH,96,23,Sacramento Kings,SAC,113,Delta Center,18175,2024-25
401704682,2024-10-30T02:00Z,Final,9,Golden State Warriors,GS,124,3,New Orleans Pelicans,NO,106,Chase Center,18064,2024-25
401704683,2024-10-30T23:00Z,Final,30,Charlotte Hornets,CHA,138,28,Toronto Raptors,TOR,133,Spectrum Center,13113,2024-25
401704684,2024-10-30T23:00Z,Final,5,Cleveland Cavaliers,CLE,134,13,Los Angeles Lakers,LAL,110,Rocket Arena,19432,2024-25
401704685,2024-10-30T23:00Z,Final,11,Indiana Pacers,IND,135,2,Boston Celtics,BOS,132,Gainbridge Fieldhouse,17274,2024-25
401704686,2024-10-30T23:00Z,Final,20,Philadelphia 76ers,PHI,95,8,Detroit Pistons,DET,105,Xfinity Mobile Arena,19759,2024-25
401704687,2024-10-30T23:00Z,Final,27,Washington Wizards,WSH,133,1,Atlanta Hawks,ATL,120,Capital One Arena,14255,2024-25
401704688,2024-10-30T23:30Z,Final,14,Miami Heat,MIA,107,18,New York Knicks,NY,116,Kaseya Center,19620,2024-25
401704689,2024-10-31T00:00Z,Final,4,Chicago Bulls,CHI,102,19,Orlando Magic,ORL,99,United Center,19015,2024-25
401704690,2024-10-31T00:00Z,Final,29,Memphis Grizzlies,MEM,106,17,Brooklyn Nets,BKN,119,FedExForum,14745,2024-25
401704691,2024-10-31T01:30Z,Final,25,Oklahoma City Thunder,OKC,105,24,San Antonio Spurs,SA,93,Paycom Center,17136,2024-25
401704692,2024-10-31T02:00Z,Final,9,Golden State Warriors,GS,104,3,New Orleans Pelicans,NO,89,Chase Center,18064,2024-25
401704693,2024-10-31T02:30Z,Final,12,LA Clippers,LAC,105,22,Portland Trail Blazers,POR,106,Intuit Dome,16727,2024-25
401704694,2024-11-01T00:00Z,Final,29,Memphis Grizzlies,MEM,122,15,Milwaukee Bucks,MIL,99,FedExForum,15377,2024-25
401704695,2024-11-01T00:30Z,Final,6,Dallas Mavericks,DAL,102,10,Houston Rockets,HOU,108,American Airlines Center,20011,2024-25
401704696,2024-11-01T01:00Z,Final,26,Utah Jazz,UTAH,88,24,San Antonio Spurs,SA,106,Delta Center,18175,2024-25
401704697,2024-11-01T02:30Z,Final,12,LA Clippers,LAC,119,21,Phoenix Suns,PHX,125,Intuit Dome,16827,2024-25
401704698,2024-11-01T23:00Z,Final,30,Charlotte Hornets,CHA,109,2,Boston Celtics,BOS,124,Spectrum Center,18557,2024-25
401704699,2024-11-01T23:00Z,Final,5,Cleveland Cavaliers,CLE,120,19,Orlando Magic,ORL,109,Rocket Arena,19432,2024-25
401704700,2024-11-01T23:00Z,Final,8,Detroit Pistons,DET,98,18,New York Knicks,NY,128,Little Caesars Arena,17022,2024-25
401704701,2024-11-01T23:30Z,Final,1,Atlanta Hawks,ATL,115,23,Sacramento Kings,SAC,123,State Farm Arena,15156,2024-25
401704702,2024-11-01T23:30Z,Final,17,Brooklyn Nets,BKN,120,4,Chicago Bulls,CHI,112,Barclays Center,17977,2024-25
401704703,2024-11-01T23:30Z,Final,28,Toronto Raptors,TOR,125,13,Los Angeles Lakers,LAL,131,Scotiabank Arena,19800,2024-25
401704704,2024-11-02T00:00Z,Final,3,New Orleans Pelicans,NO,125,11,Indiana Pacers,IND,118,Smoothie King Center,15133,2024-25
401704705,2024-11-02T01:30Z,Final,16,Minnesota Timberwolves,MIN,119,7,Denver Nuggets,DEN,116,Target Center,18978,2024-25
401704706,2024-11-02T02:00Z,Final,22,Portland Trail Blazers,POR,114,25,Oklahoma City Thunder,OKC,137,Moda Center,17815,2024-25
401704707,2024-11-02T22:00Z,Final,30,Charlotte Hornets,CHA,103,2,Boston Celtics,BOS,113,Spectrum Center,19253,2024-25
401704708,2024-11-02T23:30Z,Final,20,Philadelphia 76ers,PHI,107,29,Memphis Grizzlies,MEM,124,Xfinity Mobile Arena,20066,2024-25
401704709,2024-11-02T23:30Z,Final,28,Toronto Raptors,TOR,131,23,Sacramento Kings,SAC,128,Scotiabank Arena,19815,2024-25
401704710,2024-11-03T00:00Z,Final,10,Houston Rockets,HOU,121,9,Golden State Warriors,GS,127,Toyota Center (Houston),18055,2024-25
401704711,2024-11-03T00:00Z,Final,15,Milwaukee Bucks,MIL,113,5,Cleveland Cavaliers,CLE,114,Fiserv Forum,17341,2024-25
401704712,2024-11-03T00:00Z,Final,24,San Antonio Spurs,SA,113,16,Minnesota Timberwolves,MIN,103,Frost Bank Center,18257,2024-25
401704713,2024-11-03T01:30Z,Final,27,Washington Wizards,WSH,98,14,Miami Heat,MIA,118,Arena CDMX,20328,2024-25
401704714,2024-11-03T02:00Z,Final,7,Denver Nuggets,DEN,129,26,Utah Jazz,UTAH,103,Ball Arena,19702,2024-25
401704715,2024-11-03T02:00Z,Final,21,Phoenix Suns,PHX,103,22,Portland Trail Blazers,POR,97,PHX Arena,17071,2024-25
401704716,2024-11-03T02:30Z,Final,12,LA Clippers,LAC,92,25,Oklahoma City Thunder,OKC,105,Intuit Dome,16827,2024-25
401704717,2024-11-03T20:30Z,Final,17,Brooklyn Nets,BKN,92,8,Detroit Pistons,DET,106,Barclays Center,17086,2024-25
401704718,2024-11-04T00:00Z,Final,3,New Orleans Pelicans,NO,111,1,Atlanta Hawks,ATL,126,Smoothie King Center,15505,2024-25
401704719,2024-11-04T00:30Z,Final,6,Dallas Mavericks,DAL,108,19,Orlando Magic,ORL,85,American Airlines Center,19977,2024-25
401704720,2024-11-05T00:00Z,Final,5,Cleveland Cavaliers,CLE,116,15,Milwaukee Bucks,MIL,114,Rocket Arena,19432,2024-25
401704721,2024-11-05T00:15Z,Final,27,Washington Wizards,WSH,112,9,Golden State Warriors,GS,125,Capital One Arena,15674,2024-25
401704722,2024-11-05T00:30Z,Final,8,Detroit Pistons,DET,115,13,Los Angeles Lakers,LAL,103,Little Caesars Arena,20062,2024-25
401704723,2024-11-05T00:45Z,Final,1,Atlanta Hawks,ATL,93,2,Boston Celtics,BOS,123,State Farm Arena,15031,2024-25
401704724,2024-11-05T01:00Z,Final,17,Brooklyn Nets,BKN,106,29,Memphis Grizzlies,MEM,104,Barclays Center,18088,2024-25
401704725,2024-11-05T01:15Z,Final,14,Miami Heat,MIA,110,23,Sacramento Kings,SAC,111,Kaseya Center,19604,2024-25
401704726,2024-11-05T01:30Z,Final,4,Chicago Bulls,CHI,126,26,Utah Jazz,UTAH,135,United Center,19621,2024-25
401704727,2024-11-05T01:45Z,Final,10,Houston Rockets,HOU,109,18,New York Knicks,NY,97,Toyota Center (Houston),16417,2024-25
401704728,2024-11-05T02:00Z,Final,16,Minnesota Timberwolves,MIN,114,30,Charlotte Hornets,CHA,93,Target Center,18978,2024-25
401704729,2024-11-05T02:15Z,Final,25,Oklahoma City Thunder,OKC,102,19,Orlando Magic,ORL,86,Paycom Center,17044,2024-25
401704730,2024-11-05T02:30Z,Final,3,New Orleans Pelicans,NO,100,22,Portland Trail Blazers,POR,118,Smoothie King Center,14932,2024-25
401704731,2024-11-05T02:45Z,Final,6,Dallas Mavericks,DAL,127,11,Indiana Pacers,IND,134,American Airlines Center,19613,2024-25
401704732,2024-11-05T03:00Z,Final,7,Denver Nuggets,DEN,121,28,Toronto Raptors,TOR,119,Ball Arena,19525,2024-25
401704733,2024-11-05T03:15Z,Final,21,Phoenix Suns,PHX,118,20,Philadelphia 76ers,PHI,116,PHX Arena,17071,2024-25
401704734,2024-11-05T03:30Z,Final,12,LA Clippers,LAC,113,24,San Antonio Spurs,SA,104,Intuit Dome,15927,2024-25
401704735,2024-11-07T00:00Z,Final,30,Charlotte Hornets,CHA,108,8,Detroit Pistons,DET,107,Spectrum Center,13247,2024-25
401704736,2024-11-07T00:00Z,Final,11,Indiana Pacers,IND,118,19,Orlando Magic,ORL,111,Gainbridge Fieldhouse,16218,2024-25
401704737,2024-11-07T00:30Z,Final,1,Atlanta Hawks,ATL,121,18,New York Knicks,NY,116,State Farm Arena,16072,2024-25
401704738,2024-11-07T00:30Z,Final,2,Boston Celtics,BOS,112,9,Golden State Warriors,GS,118,TD Garden,19156,2024-25
401704739,2024-11-07T01:00Z,Final,10,Houston Rockets,HOU,127,24,San Antonio Spurs,SA,100,Toyota Center (Houston),16208,2024-25
401704740,2024-11-07T01:00Z,Final,29,Memphis Grizzlies,MEM,131,13,Los Angeles Lakers,LAL,114,FedExForum,17794,2024-25
401704741,2024-11-07T01:00Z,Final,3,New Orleans Pelicans,NO,122,5,Cleveland Cavaliers,CLE,131,Smoothie King Center,15694,2024-25
401704742,2024-11-07T01:30Z,Final,6,Dallas Mavericks,DAL,119,4,Chicago Bulls,CHI,99,American Airlines Center,20011,2024-25
401704743,2024-11-07T02:00Z,Final,7,Denver Nuggets,DEN,124,25,Oklahoma City Thunder,OKC,122,Ball Arena,19522,2024-25
401704744,2024-11-07T02:00Z,Final,21,Phoenix Suns,PHX,115,14,Miami Heat,MIA,112,PHX Arena,17071,2024-25
401704745,2024-11-07T03:00Z,Final,12,LA Clippers,LAC,110,20,Philadelphia 76ers,PHI,98,Intuit Dome,15627,2024-25
401704746,2024-11-07T03:00Z,Final,23,Sacramento Kings,SAC,122,28,Toronto Raptors,TOR,107,Golden 1 Center,16026,2024-25
401704747,2024-11-08T01:00Z,Final,4,Chicago Bulls,CHI,119,16,Minnesota Timberwolves,MIN,135,United Center,19621,2024-25
401704748,2024-11-08T01:00Z,Final,15,Milwaukee Bucks,MIL,123,26,Utah Jazz,UTAH,100,Fiserv Forum,17341,2024-25
401704749,2024-11-08T01:00Z,Final,24,San Antonio Spurs,SA,118,22,Portland Trail Blazers,POR,105,Frost Bank Center,17120,2024-25
401704750,2024-11-09T00:00Z,Final,30,Charlotte Hornets,CHA,103,11,Indiana Pacers,IND,83,Spectrum Center,17024,2024-25
401704751,2024-11-09T00:00Z,Final,8,Detroit Pistons,DET,122,1,Atlanta Hawks,ATL,121,Little Caesars Arena,17913,2024-25
401704752,2024-11-09T00:00Z,Final,19,Orlando Magic,ORL,115,3,New Orleans Pelicans,NO,88,Kia Center,18565,2024-25
401704753,2024-11-09T00:30Z,Final,2,Boston Celtics,BOS,108,17,Brooklyn Nets,BKN,104,TD Garden,19156,2024-25
401704754,2024-11-09T00:30Z,Final,5,Cleveland Cavaliers,CLE,136,9,Golden State Warriors,GS,117,Rocket Arena,19432,2024-25
401704755,2024-11-09T00:30Z,Final,18,New York Knicks,NY,116,15,Milwaukee Bucks,MIL,94,Madison Square Garden,19812,2024-25
401704756,2024-11-09T00:30Z,Final,6,Dallas Mavericks,DAL,113,21,Phoenix Suns,PHX,114,American Airlines Center,20277,2024-25
401704757,2024-11-09T01:00Z,Final,29,Memphis Grizzlies,MEM,128,27,Washington Wizards,WSH,104,FedExForum,16216,2024-25
401704758,2024-11-09T01:00Z,Final,25,Oklahoma City Thunder,OKC,126,10,Houston Rockets,HOU,107,Paycom Center,18203,2024-25
401704759,2024-11-09T02:00Z,Final,16,Minnesota Timberwolves,MIN,127,22,Portland Trail Blazers,POR,102,Target Center,18978,2024-25
401704760,2024-11-09T02:00Z,Final,7,Denver Nuggets,DEN,135,14,Miami Heat,MIA,122,Ball Arena,19621,2024-25
401704761,2024-11-09T03:00Z,Final,13,Los Angeles Lakers,LAL,116,20,Philadelphia 76ers,PHI,106,crypto.com Arena,18485,2024-25
401704762,2024-11-09T03:00Z,Final,23,Sacramento Kings,SAC,98,12,LA Clippers,LAC,107,Golden 1 Center,17832,2024-25
401704763,2024-11-09T22:00Z,Final,24,San Antonio Spurs,SA,110,26,Utah Jazz,UTAH,111,Frost Bank Center,18354,2024-25
401704764,2024-11-10T00:30Z,Final,1,Atlanta Hawks,ATL,113,4,Chicago Bulls,CHI,125,State Farm Arena,17826,2024-25
401704765,2024-11-10T00:30Z,Final,5,Cleveland Cavaliers,CLE,105,17,Brooklyn Nets,BKN,100,Rocket Arena,19432,2024-25
401704766,2024-11-10T03:30Z,Final,12,LA Clippers,LAC,105,28,Toronto Raptors,TOR,103,Intuit Dome,17927,2024-25
401704767,2024-11-10T20:00Z,Final,8,Detroit Pistons,DET,99,10,Houston Rockets,HOU,101,Little Caesars Arena,18744,2024-25
401704768,2024-11-10T20:30Z,Final,15,Milwaukee Bucks,MIL,107,2,Boston Celtics,BOS,113,Fiserv Forum,17341,2024-25
401704769,2024-11-10T22:00Z,Final,11,Indiana Pacers,IND,132,18,New York Knicks,NY,121,Gainbridge Fieldhouse,17274,2024-25
401704770,2024-11-10T23:00Z,Final,19,Orlando Magic,ORL,121,27,Washington Wizards,WSH,94,Kia Center,18352,2024-25
401704771,2024-11-11T00:00Z,Final,20,Philadelphia 76ers,PHI,107,30,Charlotte Hornets,CHA,105,Xfinity Mobile Arena,19764,2024-25
401704772,2024-11-11T00:00Z,Final,16,Minnesota Timberwolves,MIN,94,14,Miami Heat,MIA,95,Target Center,18978,2024-25
401704773,2024-11-11T00:00Z,Final,25,Oklahoma City Thunder,OKC,116,9,Golden State Warriors,GS,127,Paycom Center,18203,2024-25
401704774,2024-11-11T01:00Z,Final,7,Denver Nuggets,DEN,122,6,Dallas Mavericks,DAL,120,Ball Arena,19908,2024-25
401704775,2024-11-11T01:00Z,Final,21,Phoenix Suns,PHX,118,23,Sacramento Kings,SAC,127,PHX Arena,17071,2024-25
401704776,2024-11-11T02:00Z,Final,22,Portland Trail Blazers,POR,89,29,Memphis Grizzlies,MEM,134,Moda Center,18477,2024-25
401704777,2024-11-11T02:30Z,Final,13,Los Angeles Lakers,LAL,123,28,Toronto Raptors,TOR,103,crypto.com Arena,18997,2024-25
401704778,2024-11-12T01:00Z,Final,4,Chicago Bulls,CHI,113,5,Cleveland Cavaliers,CLE,119,United Center,20560,2024-25
401704779,2024-11-12T01:00Z,Final,10,Houston Rockets,HOU,107,27,Washington Wizards,WSH,92,Toyota Center (Houston),15998,2024-25
401704780,2024-11-12T01:00Z,Final,3,New Orleans Pelicans,NO,105,17,Brooklyn Nets,BKN,107,Smoothie King Center,16895,2024-25
